Neutroticism:Anxiety,Neutroticism:Angry Hostility,Neutroticism:Depression,Neutroticism:Self-Consciousness,Neutroticism:Impulsiveness,Neutroticism:Vulnerability,Extraversion:Warmth,Extraversion:Gregariousness,Extraversion:Assertiveness,Extraversion:Activity,Extraversion:Excitement-Seeking,Extraversion:Positive Emotions,Openness:Fantasy,Openness:Aesthetics,Openness:Feelings,Openness:Actions,Openness:Ideas,Openness:Values,Agreeableness:Trust,Agreeableness:Straightforwardness,Agreeableness:Altruism,Agreeableness:Compliance,Agreeableness:Modesty,Agreeableness:Tender-Mindedness,Conscientiousness:Competence,Conscientiousness:Order,Conscientiousness:Dutifulness,Conscientiousness:Achievement Striving,Conscientiousness:Self-Discipline,Conscientiousness:Deliberation,Novelty Seeking:Exploratory Excitability,Novelty Seeking:Impulsiveness,Novelty Seeking:Extravagance,Novelty Seeking:Disorderliness,Harm avoidance:Worry & pessimism,Harm avoidance:Fear of uncertainty,Harm avoidance:Shyness with strangers,Harm avoidance:Fatigability & asthenia,Reward dependence:Sentimentality,Reward dependence:Warm communication,Reward dependence:Attachment,Reward dependence:Dependence,Persistence:Eagerness of effort,Persistence:Work hardened,Persistence:Ambitious,Persistence:Perfectionist,Self-directedness:Responsibility,Self-directedness:Purposefulness,Self-directedness:Resourcefulness,Self-directedness:Self-acceptance,Self-directedness:Enlightened second nature,Cooperativeness:Social acceptance,Cooperativeness:Empathy,Cooperativeness:Helpfulness,Cooperativeness:Compassion,Cooperativeness:Pure-hearted conscience,Self-transcendence:Self-forgetful,Self-transcendence:Transpersonal identification,Self-transcendence:Spiritual acceptance,Primary Trait Dimensions:Well-being,Primary Trait Dimensions:Social Potency,Primary Trait Dimensions:Achievement,Primary Trait Dimensions:Social Closeness,Primary Trait Dimensions:Stress Reaction,Primary Trait Dimensions:Aggression,Primary Trait Dimensions:Alienation,Primary Trait Dimensions:Control,Primary Trait Dimensions:Harm-avoidance,Primary Trait Dimensions:Traditionalism,Primary Trait Dimensions:Absorption,Folk Scales:Dominance,Folk Scales:Capacity for Status,Folk Scales:Sociability,Folk Scales:Social Presence,Folk Scales:Self-acceptance,Folk Scales:Independance,Folk Scales:Empathy,Folk Scales:Responsibility,Folk Scales:Socialization,Folk Scales:Self-control,Folk Scales:Good Impression,Folk Scales:Communality,Folk Scales:Well-being,Folk Scales:Tolerance,Folk Scales:Achievement via Conformance,Folk Scales:Achievement via Independence,Folk Scales:Intellectual Efficiency,Folk Scales:Psychological-mindedness,Folk Scales:Flexibility,Folk Scales:Femininity,Special Purpose Scales:Managerial Potential,Special Purpose Scales:Work Orientation,Special Purpose Scales:Creative Temperament,Special Purpose Scales:Leadership,Special Purpose Scales:Amicability,Special Purpose Scales:Law Enforcement Orientation,Special Purpose Scales:Tough-mindedness,Honesty-Humility:Sincerity,Honesty-Humility:Fairness,Honesty-Humility:Greed Avoidance,Honesty-Humility:Modesty,Emotionality:Fearfulness,Emotionality:Anxiety,Emotionality:Dependence,Emotionality:Sentimentality,eXtraversion:Expressiveness,eXtraversion:Social Boldness,eXtraversion:Sociability,eXtraversion:Liveliness,Agreeableness:Forgiveness,Agreeableness:Gentleness,Agreeableness:Flexibility,Agreeableness:Patience,Concienciousness:Organization,Concienciousness:Diligence,Concienciousness:Perfectionism,Concienciousness:Prudence,Openness to Experience:Aesthetic Appreciation,Openness to Experience:Inquisitiveness,Openness to Experience:Creativity,Openness to Experience:Unconventionality,Scales:Complexity,Scales:Breadth of Interest,Scales:Innovation,Scales:Tolerance,Scales:Empathy,Scales:Anxiety,Scales:Cooperativeness,Scales:Sociability,Scales:Social Confidence,Scales:Energy Level,Scales:Social Astuteness,Scales:Risk Taking,Scales:Organization,Scales:Traditional Values,Scales:Responsibility,Extraversion:Affiliation,Extraversion:Dominance,Extraversion:Exhibition,Agreeableness:Abasement,Agreeableness:Even-tempered,Agreeableness:Good-natured,Independence:Autonomy,Independence:Individualism,Independence:Self Reliance,Openness to Experince:Change,Openness to Experince:Understanding,Openness to Experince:Breadth of Interest,Methodicalness:Cognitive Structure,Methodicalness:Deliberativeness,Methodicalness:Order,Industriousness:Achievement,Industriousness:Endurance,Industriousness:Seriousness,Adjustment:Empathy,Adjustment:Not anxious,Adjustment:No guilt,Adjustment:Calmness,Adjustment:Even-tempered,Adjustment:No somatic complaints,Adjustment:Trusting,Adjustment:Good attachment,Ambition:Competitive,Ambition:Self confidence,Ambition:No depression,Ambition:Leadership,Ambition:Identity,Ambition:No social anxiety,Sociability:Likes parties,Sociability:Likes crowds,Sociability:Experience-seeking,Sociability:Exhibitionistic,Sociability:Entertaining,Interpersonal Sensitivity:Easy to live with,Interpersonal Sensitivity:Sensitive,Interpersonal Sensitivity:Caring,Interpersonal Sensitivity:Likes people,Interpersonal Sensitivity:No hostility,Prudence:Moralistic,Prudence:Mastery,Prudence:Virtuous,Prudence:Not autonomous,Prudence:Not spontaneous,Prudence:Impulse control,Prudence:Avoids trouble,Learning Approach:Education,Learning Approach:Math ability,Learning Approach:Good memory,Learning Approach:Reading
83,73,63,80,57,80,30,17,43,67,57,33,70,60,47,77,77,57,37,47,53,40,73,60,47,60,63,43,57,60,63,23,30,67,70,47,93,53,37,17,33,53,53,70,43,67,27,60,40,43,43,33,63,43,17,27,73,43,23,47,37,70,43,73,90,67,73,43,53,63,40,7,17,23,33,17,30,63,30,43,43,47,37,43,57,50,77,67,27,43,40,40,30,37,60,50,23,57,33,40,50,37,80,60,43,50,30,30,27,7,23,27,10,53,50,73,73,73,90,77,70,60,77,73,20,47,77,80,43,20,50,57,60,43,27,33,30,47,3,37,23,27,50,43,40,77,87,77,80,73,47,57,63,40,17,23,37,37,27,33,23,57,53,30,53,60,57,20,30,27,73,17,73,17,53,63,30,30,27,57,13,83,30,37,30,73,78,83,78
87,50,63,73,47,70,23,10,20,23,53,33,73,73,40,60,60,100,23,73,50,33,93,73,30,53,63,40,40,43,43,37,53,37,90,60,87,77,37,23,10,33,17,43,37,57,10,10,37,40,47,83,70,57,47,40,87,77,17,20,7,57,17,87,33,80,57,60,27,53,17,23,10,33,17,20,33,53,43,40,30,40,27,33,33,50,50,40,43,60,33,30,30,20,47,33,30,77,67,77,83,50,87,40,40,30,13,13,17,40,50,53,40,50,43,63,60,70,77,47,73,83,67,50,47,43,83,53,17,10,20,27,37,43,7,67,23,10,13,37,47,47,73,57,67,60,67,70,67,57,43,40,47,40,40,17,27,30,50,7,30,47,30,27,23,17,20,23,20,20,53,10,43,47,70,43,17,50,43,57,27,50,17,43,30,43,56,50,78
80,63,40,33,10,40,57,23,93,100,73,63,87,93,93,87,93,80,77,57,80,63,53,93,97,67,97,100,97,90,90,10,33,63,57,23,67,17,90,60,90,20,100,100,100,100,63,100,80,40,70,57,93,83,100,60,90,100,80,100,70,100,30,60,23,37,87,47,20,93,80,47,47,50,67,70,60,47,30,50,70,70,63,63,80,80,97,97,30,7,57,53,40,93,50,100,80,47,37,40,17,7,80,43,77,80,60,13,73,73,23,43,43,67,100,100,93,90,90,97,97,80,73,100,83,80,80,3,30,53,87,80,60,77,33,37,33,90,40,47,33,37,73,73,73,90,73,90,97,87,77,97,100,40,43,20,63,53,37,67,57,63,100,80,80,93,100,67,30,23,93,50,73,70,93,73,30,80,73,100,50,17,20,63,40,77,94,93,100
93,90,83,83,83,83,27,30,30,60,43,33,80,63,63,60,57,63,33,53,63,30,50,67,57,53,47,33,43,37,63,50,73,63,90,70,77,47,80,20,33,73,47,43,50,57,27,53,30,20,17,37,83,40,30,33,67,63,20,43,57,67,43,87,67,70,47,53,40,53,30,30,40,37,37,13,37,33,33,33,20,43,17,13,27,50,43,37,40,83,20,17,37,33,30,47,20,50,47,30,40,70,100,63,87,30,37,27,47,17,27,20,13,53,47,60,43,63,60,67,67,63,63,73,30,77,97,87,43,33,53,53,43,43,30,47,27,57,37,33,3,20,40,17,43,60,60,70,63,47,53,53,67,33,7,3,17,13,10,40,27,57,60,30,20,47,40,37,40,43,60,43,33,33,87,67,27,30,27,57,23,83,53,40,40,47,50,60,67
43,20,37,40,57,23,73,70,80,80,67,80,83,83,83,87,80,77,83,70,87,63,47,73,73,30,63,67,70,33,80,63,40,23,47,33,23,23,67,80,90,30,60,67,77,57,73,87,63,67,50,67,80,80,33,70,53,67,33,87,63,70,83,40,30,20,40,43,20,63,73,63,73,60,70,67,77,77,57,43,77,83,77,77,70,73,83,90,63,23,90,73,73,77,83,60,67,83,77,57,47,20,63,70,73,73,70,77,70,40,60,50,53,43,70,43,40,87,80,87,77,73,87,90,57,70,53,20,83,73,80,37,53,47,30,77,77,63,67,37,77,57,43,70,27,87,77,77,37,40,57,70,80,23,60,47,77,87,80,73,83,73,80,63,90,73,80,63,73,67,80,53,77,53,83,77,77,50,33,47,60,20,50,47,47,77,89,80,78
67,67,67,47,70,60,73,67,70,33,83,67,80,83,67,87,97,60,37,43,70,70,23,77,50,7,60,37,23,80,90,10,37,87,73,27,27,87,90,60,40,50,7,40,57,47,37,50,57,23,10,60,90,60,73,50,50,53,53,40,77,63,87,63,27,63,90,33,20,87,80,73,83,73,80,60,83,30,23,43,40,57,30,23,47,80,67,67,67,37,27,17,60,53,13,30,40,23,20,3,3,30,60,60,90,60,77,70,43,63,60,57,63,7,27,57,73,87,93,97,93,90,87,93,70,80,63,53,87,70,13,87,80,7,40,20,70,80,77,47,50,47,37,13,43,87,90,90,90,90,23,33,60,33,53,37,30,53,33,13,13,70,67,43,13,83,57,77,70,70,90,63,67,83,87,93,57,57,20,40,47,67,53,57,27,80,83,90,78
87,73,53,60,63,60,57,60,73,70,57,77,73,80,97,60,83,90,63,83,73,20,37,77,57,40,37,43,33,50,67,47,93,47,70,40,47,53,80,47,73,67,27,43,53,57,47,77,50,63,33,53,73,63,47,57,83,87,13,73,67,67,77,73,63,53,53,27,20,87,70,60,63,63,67,50,73,53,30,43,37,47,47,53,57,70,83,73,67,63,57,37,47,70,43,43,50,73,33,47,40,40,93,83,83,70,67,53,47,47,27,47,23,30,27,67,57,67,67,70,90,90,70,70,50,97,90,77,77,50,50,33,57,27,7,33,60,60,57,47,7,37,40,33,30,73,83,67,57,53,40,37,60,20,30,10,47,23,27,40,37,30,57,47,63,70,70,60,57,67,67,67,73,43,73,70,50,50,3,40,23,80,33,40,43,80,89,87,67
0,0,0,30,80,0,70,20,30,60,57,100,20,27,3,53,60,60,70,50,53,40,63,20,80,67,80,33,57,60,60,40,47,50,0,30,60,43,50,40,20,3,67,97,47,60,100,60,50,63,40,47,53,43,47,20,40,23,20,90,43,80,40,0,37,0,50,40,40,47,30,60,50,80,50,80,60,90,43,47,90,80,100,50,60,60,100,100,43,33,70,80,20,50,83,57,100,57,57,47,53,30,10,0,40,50,50,40,70,43,73,43,83,67,73,80,50,37,73,40,37,60,53,40,43,20,0,0,40,30,57,63,60,70,60,57,60,30,50,10,80,23,97,100,80,80,73,33,80,50,77,70,100,20,100,100,100,80,100,80,60,57,47,60,80,40,80,50,40,40,73,47,70,77,53,73,40,47,67,73,73,0,60,20,23,80,78,100,94
0,10,0,0,40,0,20,27,93,93,90,53,87,70,13,97,83,40,70,3,33,37,30,17,57,40,57,57,47,40,93,60,70,97,0,0,30,30,27,20,20,17,43,53,67,43,100,73,100,40,60,27,33,40,17,40,37,0,43,67,83,43,20,0,70,0,40,3,23,30,93,80,70,83,90,97,87,23,37,50,50,77,97,37,47,87,87,93,53,17,67,80,87,80,87,40,90,13,0,10,10,10,0,7,20,87,87,43,70,20,27,33,43,40,43,23,47,83,87,90,80,80,80,80,57,3,0,0,20,90,80,93,100,30,40,0,33,90,50,30,80,53,87,80,73,87,90,80,50,40,30,43,43,3,80,100,97,100,90,97,50,37,87,100,83,93,63,90,53,43,97,50,90,17,33,53,33,40,17,37,13,0,60,3,23,80,50,60,67
67,30,43,43,77,53,67,13,30,30,20,80,73,80,83,83,90,83,77,40,83,50,53,77,40,17,43,27,20,73,63,23,70,60,63,70,43,83,67,70,67,50,0,33,43,43,47,53,47,30,40,50,97,60,7,20,60,90,20,63,33,57,33,57,60,50,73,60,33,73,40,57,47,73,57,30,73,83,83,83,67,47,70,47,70,63,80,73,50,73,47,60,50,43,73,23,63,30,63,40,37,70,73,53,63,63,43,27,60,23,80,60,73,7,20,50,63,83,90,90,87,80,100,87,13,70,63,60,33,53,7,80,23,7,23,63,47,40,47,13,87,47,63,30,43,77,93,93,80,73,10,27,47,37,73,37,70,57,70,13,53,57,40,37,77,37,77,53,23,13,63,43,60,47,100,87,40,37,7,47,67,63,50,53,43,80,50,83,72
67,50,40,63,53,47,43,13,30,50,40,60,83,90,73,60,90,33,57,80,87,67,83,93,70,77,63,50,60,73,50,17,50,37,50,63,67,63,87,43,33,40,47,70,50,73,43,67,43,50,57,67,97,77,80,73,73,80,83,67,27,77,27,57,20,57,83,77,53,90,33,33,33,50,43,37,57,47,33,73,50,43,53,23,67,60,83,70,37,60,43,57,50,47,53,57,53,77,70,80,83,63,73,33,77,60,33,30,43,60,43,43,43,70,67,80,80,90,87,87,73,77,90,83,50,80,57,43,27,40,30,37,23,70,60,70,40,33,23,33,47,33,77,60,50,53,90,90,83,83,70,67,77,57,53,43,53,60,50,33,43,53,47,40,70,40,67,40,30,20,50,13,77,77,97,83,27,70,57,77,53,47,37,73,33,77,56,90,83
57,53,50,43,57,47,67,63,73,60,70,77,60,77,73,77,73,77,63,57,63,43,40,63,57,33,57,57,53,57,80,30,40,57,53,30,23,57,50,67,63,70,43,57,67,50,57,60,70,40,37,50,80,63,43,47,50,67,27,47,80,60,73,60,63,43,67,37,30,60,73,80,77,83,77,60,77,70,47,47,50,70,47,57,70,53,77,70,50,33,57,47,43,67,53,57,47,50,40,23,33,30,50,77,57,63,73,77,60,47,50,50,50,40,47,50,67,80,77,80,53,60,73,77,43,60,50,60,73,80,47,57,57,37,20,40,77,80,63,57,33,40,37,40,20,77,57,73,77,67,40,53,53,27,57,50,47,40,47,30,63,63,80,60,53,80,57,80,77,67,73,57,83,60,80,70,80,50,37,47,53,70,53,50,63,70,83,73,83
80,83,70,63,67,70,67,67,77,73,57,70,77,77,80,70,70,67,43,27,70,37,17,77,57,40,40,53,50,10,73,77,73,77,80,50,17,43,87,63,53,7,47,50,70,67,17,50,70,10,23,47,83,50,30,37,73,73,23,57,80,77,77,90,77,83,20,33,27,90,80,90,80,87,83,47,87,53,37,13,17,50,10,7,23,57,47,27,50,70,27,10,53,50,30,53,23,23,43,13,13,50,77,80,87,87,87,73,80,30,37,10,20,37,53,40,23,57,50,73,83,67,57,80,50,87,77,33,77,83,63,93,67,37,27,43,80,70,87,10,23,17,57,43,40,67,57,67,40,20,33,57,63,20,20,23,10,10,17,40,20,43,73,47,17,70,20,83,70,70,70,93,90,53,80,87,63,30,27,60,40,37,33,17,3,70,61,63,44
100,93,97,97,70,97,50,17,63,73,50,53,53,97,60,67,70,70,27,60,63,30,23,67,77,80,60,50,43,90,83,7,70,53,100,67,80,57,83,30,23,73,30,77,67,67,0,37,47,10,30,47,83,47,43,23,87,87,37,37,70,87,37,100,63,100,90,67,50,87,47,20,40,37,47,3,27,37,20,57,23,47,3,3,43,37,47,27,37,43,3,3,3,23,3,60,20,37,67,23,7,57,100,33,83,53,43,20,50,33,30,7,10,80,50,60,73,97,87,73,63,50,80,83,50,70,100,83,37,30,33,73,33,63,30,67,37,83,40,10,10,3,53,10,43,83,67,100,97,90,60,47,67,40,7,0,3,3,7,27,20,37,83,40,0,87,30,33,30,30,83,80,57,60,83,63,23,20,37,63,43,83,40,80,33,57,72,57,72
30,90,30,30,13,30,30,20,90,87,60,47,60,73,53,53,100,43,60,40,53,20,67,40,80,53,90,77,87,90,57,23,17,53,33,53,43,10,37,17,40,13,77,90,80,73,63,60,77,60,73,10,60,17,17,43,43,20,10,73,57,77,27,47,73,23,87,77,47,73,87,70,70,70,87,77,87,40,37,67,60,90,63,30,57,73,93,80,43,33,50,73,67,70,47,83,60,60,43,70,53,50,20,23,30,60,73,23,73,17,17,17,7,53,77,73,87,73,93,97,73,67,87,97,23,23,33,13,27,70,77,50,47,53,43,43,23,60,30,13,7,20,83,83,63,43,93,87,73,87,53,77,80,50,27,67,63,50,10,83,30,77,63,83,50,63,67,83,27,30,50,13,73,23,60,67,20,20,40,70,17,10,80,77,17,87,100,87,94
67,80,70,67,47,57,43,47,53,47,53,57,60,80,60,80,77,43,27,43,33,13,30,63,63,70,63,37,53,57,80,37,70,73,80,43,43,73,60,47,23,53,23,60,43,57,23,37,57,23,43,27,73,43,23,20,80,67,23,13,77,57,57,80,70,77,63,57,63,83,50,53,53,67,57,37,50,27,50,47,17,53,17,10,17,57,50,50,27,50,13,10,40,37,37,67,37,23,43,17,20,43,67,50,67,50,60,70,27,20,7,10,13,70,47,77,60,80,97,83,60,50,90,77,17,57,67,53,57,57,30,70,37,60,43,43,60,73,53,17,17,7,53,27,37,77,90,90,63,63,73,33,60,30,23,33,17,30,20,13,20,33,60,47,17,73,23,53,73,57,80,67,70,20,70,70,60,20,20,57,13,60,37,53,33,60,61,77,78
50,30,33,37,33,27,47,43,87,67,73,70,80,97,63,87,87,30,67,63,77,63,67,73,67,40,67,50,60,63,77,50,33,57,40,27,27,47,83,43,27,40,57,50,57,23,60,77,73,67,57,73,80,80,73,83,70,70,73,67,63,37,40,57,27,27,60,23,53,70,87,77,80,77,87,77,87,57,50,53,57,77,50,47,70,67,77,70,67,37,63,63,80,87,70,50,63,63,40,53,63,30,50,47,77,67,80,47,63,77,67,70,73,57,47,40,57,93,83,70,63,63,87,73,77,67,50,23,40,77,53,60,73,57,73,40,47,70,60,57,57,70,63,80,60,87,83,90,53,60,63,53,50,23,77,50,50,53,70,53,57,73,67,77,73,77,67,83,60,57,87,40,63,77,80,70,40,67,40,27,63,27,27,30,37,70,61,77,78
87,87,73,63,80,70,43,17,63,40,30,50,87,97,67,80,83,57,37,67,63,53,20,80,33,27,30,20,20,33,67,50,83,33,87,67,40,87,67,43,47,43,27,53,27,37,23,40,47,40,20,43,77,47,57,73,90,80,67,37,63,40,40,83,43,70,37,63,43,90,67,70,60,67,77,43,80,53,70,33,13,33,27,30,37,67,73,60,57,57,40,20,47,47,27,30,27,47,63,43,23,50,87,57,70,67,73,33,40,50,53,40,50,20,17,43,33,100,100,87,97,90,100,73,40,77,87,60,40,67,20,57,20,20,60,63,40,50,50,40,30,27,67,30,33,60,100,100,57,37,20,17,27,40,27,13,27,27,13,13,30,53,27,37,20,57,37,67,30,23,67,77,73,60,80,70,33,40,23,30,57,63,33,57,40,83,61,83,44
53,60,43,40,27,37,27,37,63,67,50,50,30,73,77,80,47,37,57,63,63,30,80,70,83,100,97,83,100,70,80,23,13,50,63,47,53,30,57,33,50,20,87,80,73,90,47,47,47,57,70,43,80,60,43,60,57,70,57,50,53,83,20,63,57,37,77,57,73,60,63,53,53,63,70,50,57,57,50,70,57,80,57,47,53,47,83,77,7,50,37,63,27,50,50,97,60,70,57,77,73,37,57,30,47,63,50,37,53,40,23,30,27,100,100,93,87,83,80,67,30,37,97,63,40,43,60,17,20,60,60,33,33,100,67,57,27,60,30,40,27,27,70,83,87,80,77,83,87,77,100,100,93,37,40,40,57,37,40,43,43,70,63,63,47,63,50,70,57,50,87,10,43,33,83,57,33,37,50,100,23,13,57,77,53,77,44,97,72
33,27,40,23,60,33,47,33,83,90,67,63,83,100,60,90,100,87,40,77,57,63,67,57,37,7,57,37,10,37,83,60,43,53,17,30,27,50,53,43,63,10,23,43,37,10,60,37,77,53,40,73,77,87,70,57,93,77,10,53,33,27,50,43,47,47,40,7,13,100,87,63,70,63,77,80,83,43,37,33,27,80,30,40,60,80,83,67,90,30,60,43,80,67,67,23,40,80,13,53,67,30,20,30,50,87,77,60,70,60,60,77,67,3,7,40,43,100,100,97,90,90,100,97,80,40,37,13,50,73,53,30,83,3,30,13,70,37,57,63,47,73,83,73,67,90,100,100,43,40,3,10,27,23,77,63,30,40,73,77,50,67,47,83,43,53,40,73,57,43,87,23,83,70,77,70,60,83,3,13,37,3,30,27,10,97,100,80,83
27,23,17,23,27,10,67,67,77,77,77,83,73,80,50,90,87,0,77,70,70,77,33,60,70,73,60,67,60,67,90,50,60,30,17,20,23,47,57,57,33,50,63,80,77,77,93,90,77,73,77,60,67,67,100,80,43,47,100,83,67,87,63,17,40,27,57,43,77,60,77,77,77,80,87,80,77,80,60,73,73,77,87,60,73,77,90,90,33,3,70,77,70,90,67,60,100,50,70,30,20,13,37,43,43,90,77,77,80,93,67,73,87,73,70,60,50,70,83,100,53,50,90,100,67,30,17,23,63,87,53,60,63,67,83,70,87,77,73,67,77,67,43,47,33,90,90,83,50,57,73,70,87,23,87,83,87,87,77,63,57,47,87,77,90,87,93,87,80,77,90,63,87,87,67,83,67,90,43,67,63,33,70,47,50,83,100,93,83
70,43,47,40,77,43,53,37,70,60,37,47,63,67,57,63,63,43,43,77,43,43,50,57,53,63,43,50,27,53,67,40,80,33,73,60,50,67,70,47,50,40,40,43,60,37,40,73,70,50,30,63,60,57,47,67,47,60,57,53,50,47,60,63,37,57,53,67,57,53,67,60,60,60,67,47,50,60,57,60,43,20,47,37,60,37,53,43,43,80,57,40,37,67,43,40,57,73,67,57,53,63,77,47,73,70,60,37,50,33,43,47,47,60,33,60,40,70,60,73,57,50,60,73,47,77,73,33,60,60,43,27,37,57,60,67,43,50,60,33,50,47,53,53,37,60,60,70,60,53,60,33,50,60,37,27,47,47,57,37,40,40,60,73,50,60,60,70,33,33,53,40,47,43,63,73,40,47,50,47,30,33,63,63,40,67,72,77,67
93,70,63,67,67,80,80,77,63,60,63,77,57,63,90,77,67,50,63,57,77,23,50,80,37,37,40,57,27,30,70,53,50,67,57,47,30,50,77,77,77,63,50,37,63,47,40,57,53,23,27,67,90,60,57,60,83,83,57,63,57,53,90,77,50,57,33,33,50,77,60,53,70,57,60,37,73,33,23,27,30,47,30,20,40,53,63,53,40,73,30,33,50,53,40,33,23,37,57,37,47,50,83,97,80,67,57,80,67,60,43,50,37,30,40,50,37,53,63,60,67,40,43,63,43,83,83,83,90,63,63,73,60,37,33,57,83,57,67,50,17,43,23,13,17,77,47,53,53,33,33,43,50,17,53,17,30,13,30,57,37,53,63,47,47,53,43,57,83,83,90,60,73,60,90,87,83,53,57,47,43,83,20,37,30,50,44,53,50
90,97,90,90,87,93,20,23,30,43,57,27,80,90,57,77,87,93,23,33,53,43,63,57,23,23,40,27,7,30,70,53,43,70,83,53,87,93,40,10,23,33,0,50,47,53,17,10,30,30,10,37,53,30,33,20,87,57,10,10,27,70,37,90,77,83,33,23,10,90,30,17,13,27,30,13,43,30,20,17,20,37,10,10,23,67,53,40,63,53,3,17,53,10,17,20,7,47,30,53,63,57,83,67,43,50,30,17,13,13,30,23,17,10,23,70,30,83,80,80,90,93,83,80,40,50,83,60,37,10,7,53,63,10,13,30,20,33,13,37,7,27,53,47,50,80,87,83,60,33,30,23,73,43,10,17,10,7,3,7,17,50,37,7,10,40,27,13,23,27,73,37,57,30,47,43,17,37,3,53,20,63,27,30,23,80,83,90,67
27,80,47,7,73,27,10,57,90,87,93,37,80,27,27,40,80,63,23,0,10,0,13,17,70,53,33,70,47,43,43,37,80,100,37,27,40,50,20,13,30,20,47,67,80,53,70,50,77,17,17,0,30,20,17,10,77,23,17,33,97,63,30,30,100,37,57,33,40,53,90,87,70,93,90,87,83,40,3,17,3,67,50,37,67,73,73,70,13,10,47,33,60,70,23,50,53,0,0,0,0,27,13,27,20,87,87,47,73,17,0,0,0,53,53,53,63,17,57,77,73,63,27,80,0,23,33,3,30,80,47,100,80,47,0,0,30,100,77,17,0,20,60,57,83,50,50,33,80,57,57,47,73,23,10,67,50,37,20,73,43,7,80,97,20,100,50,90,57,67,40,77,83,0,30,30,30,0,30,60,3,7,20,10,37,63,72,80,83
87,97,70,43,97,70,50,33,57,47,67,37,50,90,63,70,87,87,23,63,33,27,57,63,17,10,13,40,13,17,77,70,87,47,90,60,47,90,77,50,77,27,13,43,57,40,30,33,70,70,3,47,63,33,57,40,63,73,27,20,37,57,37,73,60,67,13,40,23,60,57,57,47,70,57,23,60,47,7,20,13,30,33,37,30,83,67,67,60,73,13,13,63,30,10,20,43,70,40,70,63,60,90,47,80,77,53,57,37,37,17,30,20,7,17,27,13,87,87,73,67,87,90,73,47,73,90,20,37,57,23,37,53,7,27,40,43,30,53,33,0,40,77,83,53,73,90,87,47,13,20,23,50,40,10,10,33,10,3,7,13,10,53,47,10,47,37,57,63,53,77,50,60,37,50,63,57,43,13,30,20,17,43,40,37,87,56,90,72
73,77,63,60,50,60,53,17,33,37,43,37,60,77,70,73,63,57,43,53,50,50,60,47,33,27,63,17,20,33,70,50,27,57,80,60,83,87,43,40,53,13,10,37,13,27,33,23,43,43,37,77,67,30,53,23,73,63,30,33,50,30,40,83,50,53,37,63,37,63,40,43,23,57,40,37,43,27,33,43,37,47,20,13,17,37,30,30,50,53,13,33,43,33,30,37,27,57,50,73,63,60,70,43,50,57,50,30,33,43,63,63,43,23,17,60,33,73,57,60,63,53,67,60,47,67,73,20,40,27,13,50,30,20,37,50,37,47,43,30,33,53,67,67,47,67,50,73,57,37,37,10,40,50,40,27,20,37,23,13,23,70,30,40,27,47,27,40,23,23,67,37,50,67,67,73,37,60,17,37,33,30,50,63,23,37,39,50,67
90,97,100,100,80,90,13,0,57,47,60,33,63,100,67,70,97,70,0,67,30,40,97,23,43,43,33,50,60,63,90,17,63,67,100,50,70,67,67,10,17,57,47,77,70,80,0,0,27,37,20,40,73,13,40,63,80,40,30,7,43,97,27,100,80,100,73,17,3,100,50,23,23,33,43,20,63,20,17,57,0,37,0,0,20,80,40,40,50,40,10,0,40,10,0,50,0,70,40,57,77,40,90,40,80,43,30,20,20,20,40,60,43,37,57,60,57,100,100,80,100,100,100,77,30,77,90,67,27,30,23,47,83,40,27,40,20,43,0,23,23,40,70,43,43,87,100,100,83,73,37,70,77,47,23,10,0,30,3,7,0,0,27,7,0,43,20,23,27,20,90,0,53,20,87,67,20,40,7,60,20,77,53,70,17,60,56,40,89
53,63,33,13,17,30,43,73,60,57,73,43,100,100,80,100,97,90,67,63,63,57,63,90,57,40,57,47,50,43,100,57,53,67,53,17,40,57,83,43,53,40,43,67,53,50,70,43,87,63,67,87,83,67,80,40,73,73,23,53,47,63,77,47,17,13,27,23,13,80,57,67,47,70,47,73,73,33,40,47,60,83,57,50,37,90,87,90,70,50,40,57,67,60,43,53,80,50,37,67,67,27,43,70,93,57,57,73,47,83,57,70,47,40,47,57,33,100,97,97,93,97,100,100,90,87,57,47,77,53,60,73,63,27,3,37,63,37,50,73,50,73,37,57,47,100,97,100,43,27,43,37,77,3,57,43,57,60,37,50,50,60,53,73,47,33,53,57,77,80,100,63,60,60,83,73,63,63,7,33,43,50,40,23,57,80,94,87,78
63,7,50,53,50,43,77,40,57,70,70,83,70,97,83,83,90,83,63,40,80,43,90,90,53,47,53,33,53,20,93,60,13,80,63,47,17,57,97,60,77,33,63,93,43,77,37,57,50,43,63,80,97,90,60,40,87,80,27,63,37,90,67,67,37,63,20,27,23,87,70,67,83,70,83,37,93,67,33,60,63,67,43,63,60,73,70,57,67,60,70,57,37,50,70,67,47,57,40,77,97,47,83,37,93,87,63,53,70,67,37,50,50,40,57,63,23,97,93,70,83,87,97,77,83,80,67,57,67,80,60,70,67,23,17,40,60,40,47,50,73,50,47,63,47,100,90,100,43,20,43,50,97,13,73,33,43,43,93,37,73,43,53,40,53,40,37,80,50,40,97,13,93,53,97,93,63,60,37,50,43,40,23,37,40,80,100,93,83
