,Neutroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Novelty Seeking,Harm avoidance,Reward dependence,Persistence,Self-directedness,Cooperativeness,Self-transcendence,Primary Trait Dimensions,Folk Scales,Special Purpose Scales,Honesty-Humility,Emotionality,eXtraversion,Agreeableness,Concienciousness,Openness to Experience,Scales,Extraversion,Agreeableness,Independence,Openness to Experince,Methodicalness,Industriousness,Adjustment,Ambition,Sociability,Interpersonal Sensitivity,Prudence,Learning Approach
1253,49,85,90,51,48,72,30,73,49,56,68,83,54,62,55,33,56,94,34,46,95,68,86,47,47,98,50,32,50,70,91,76,31,77
1254,71,39,62,47,53,57,68,39,58,33,45,40,53,44,36,49,52,36,29,59,62,52,39,32,58,75,55,51,26,39,37,46,41,73
1255,61,59,74,62,45,63,49,65,66,38,67,80,57,45,38,60,60,61,46,48,81,58,56,45,45,79,48,46,42,43,65,66,40,57
1256,43,24,55,58,55,38,61,28,43,49,46,48,40,48,51,68,35,19,54,58,56,40,17,58,83,59,61,50,53,42,19,41,43,61
1257,34,56,72,41,79,49,27,40,93,71,39,68,57,61,65,36,32,67,33,82,77,60,59,20,63,70,70,82,55,79,51,50,47,72
1258,55,60,78,63,69,61,49,39,79,55,65,67,60,45,53,27,49,57,55,63,92,56,58,47,60,84,59,54,45,63,67,71,34,66
1259,52,46,71,52,57,49,50,37,60,45,53,28,55,60,57,44,41,48,41,57,83,52,49,36,53,90,61,62,50,57,50,51,53,80
1260,65,71,79,61,42,68,40,65,51,55,67,73,52,59,48,57,60,73,32,37,87,63,63,40,51,80,30,38,40,59,66,61,36,78
1261,76,41,82,66,41,46,65,49,26,33,62,34,45,39,30,71,58,34,47,42,77,53,30,52,42,93,56,29,36,25,61,61,46,56
1262,56,73,79,58,67,48,45,83,78,56,59,58,68,67,57,34,71,79,35,69,74,65,72,35,19,80,70,65,42,73,66,71,56,81
1263,45,88,74,66,62,42,34,73,62,74,77,78,69,72,57,68,73,99,54,60,78,62,90,35,27,79,79,59,49,87,85,83,53,74
1264,53,46,85,66,45,62,60,54,41,54,75,71,46,59,58,69,60,48,47,39,87,55,37,50,62,89,41,37,44,64,49,61,39,70
1265,50,48,70,63,53,49,54,63,54,58,58,58,50,60,58,61,60,41,46,51,68,50,38,41,50,63,57,52,56,60,44,63,48,70
1266,93,10,58,26,39,40,93,37,33,11,20,36,57,17,7,46,75,10,0,53,59,41,9,0,41,61,65,35,4,6,23,27,41,36
1267,46,40,68,52,65,36,62,33,62,45,51,39,54,62,56,54,50,43,35,62,67,47,46,35,63,70,70,57,44,57,38,48,42,72
1268,77,34,59,30,34,61,78,26,45,26,21,28,52,27,27,52,49,26,16,34,57,40,26,23,88,55,36,49,14,32,35,24,24,53
1269,43,51,63,69,58,41,49,64,59,65,73,56,56,56,57,73,62,59,54,57,62,54,47,48,62,61,59,51,44,72,39,68,48,40
1270,61,52,74,71,45,42,62,51,40,51,64,48,53,51,45,79,70,52,52,41,87,55,49,54,33,91,55,41,43,49,51,67,50,72
1271,63,60,70,61,57,57,51,47,64,53,71,72,60,51,44,60,62,65,49,58,80,59,56,38,49,85,60,58,34,57,69,69,42,77
1272,56,61,78,63,42,60,47,71,49,57,72,58,48,58,53,67,69,67,43,38,78,63,62,53,39,82,47,48,43,55,64,65,51,69
1273,76,49,77,65,33,68,68,58,32,35,81,88,55,45,36,59,74,51,58,32,83,62,42,44,38,81,38,25,20,43,59,70,36,70
1274,43,65,57,69,59,48,40,78,51,58,73,70,51,55,48,58,59,65,68,63,55,58,62,61,39,63,65,53,63,57,71,79,54,58
1275,70,57,78,54,54,76,53,69,73,36,49,48,51,48,42,36,55,62,14,46,71,60,62,20,41,81,44,59,28,63,60,53,48,66
1276,77,58,72,61,49,46,64,57,47,34,67,58,56,43,31,62,66,54,73,54,82,60,54,51,27,84,72,43,35,34,69,74,50,76
1277,50,28,75,54,52,42,72,44,42,46,47,31,44,45,59,63,54,17,45,53,74,47,19,50,47,75,62,44,52,51,31,41,48,80
1278,55,50,67,76,70,47,53,59,56,48,86,75,51,51,50,56,56,39,68,74,69,57,44,46,36,67,77,54,49,50,54,81,49,77
1279,34,52,59,67,67,26,50,34,66,67,51,45,49,62,68,63,59,44,58,63,68,49,49,62,62,50,69,63,74,63,37,49,62,73
1280,16,58,89,76,69,54,32,48,74,85,75,67,41,68,77,59,28,51,80,70,96,56,41,66,71,96,65,56,83,75,53,73,39,93
1281,71,41,74,68,42,59,64,39,47,45,50,42,45,40,43,81,67,35,42,46,68,53,27,47,60,72,44,49,37,36,47,55,36,67
1282,69,48,53,57,53,65,63,21,77,31,49,47,50,42,41,34,54,41,24,52,73,45,20,33,78,49,37,68,38,43,34,57,32,53
1283,36,45,59,56,74,32,47,48,72,75,50,10,48,70,75,79,53,46,59,71,64,53,39,52,55,77,69,68,57,71,34,48,72,65
1284,74,35,78,65,33,62,74,36,40,39,54,50,50,47,37,65,72,34,57,35,80,49,21,48,66,66,40,41,37,38,32,56,37,73
1285,46,31,69,54,47,55,67,29,50,40,45,27,50,43,45,35,43,25,51,48,78,43,29,48,59,82,52,44,59,41,41,44,43,64
1286,54,35,69,60,63,52,56,25,76,53,49,67,53,43,47,49,40,17,42,65,76,53,24,39,47,81,66,67,48,53,37,33,47,87
1287,30,71,91,78,70,52,32,71,82,75,79,58,47,66,68,68,52,73,82,69,91,69,53,78,47,93,52,61,67,64,63,83,51,89
1288,62,61,84,36,53,64,45,63,69,47,40,51,58,61,56,18,61,68,14,48,92,63,63,18,45,89,51,56,33,76,68,42,38,69
1289,77,48,70,49,53,49,67,39,60,25,52,61,58,36,28,52,54,37,34,62,83,48,35,28,62,76,62,54,23,33,43,56,36,51
1290,37,51,69,68,75,23,43,24,67,65,59,70,55,62,61,79,42,44,51,71,64,45,32,48,70,58,81,60,62,58,38,47,48,63
1291,69,40,83,67,53,42,60,68,49,45,63,61,53,50,37,65,78,41,59,64,91,65,41,50,36,79,63,51,38,32,61,68,61,73
1292,64,54,58,33,71,64,57,33,66,36,30,36,60,38,43,25,35,43,9,79,68,52,50,12,49,67,78,58,29,61,51,28,45,64
1293,56,47,83,68,46,50,60,46,38,53,61,51,56,64,56,50,68,57,58,40,89,56,55,54,44,89,53,37,52,68,59,57,48,65
1294,52,42,72,49,29,72,63,38,33,43,43,32,41,45,44,56,38,33,41,33,72,42,29,38,66,81,42,29,45,43,42,43,33,72
1295,59,24,69,83,73,19,68,32,66,45,81,76,53,38,37,83,52,18,67,79,86,53,6,50,74,79,80,68,35,37,19,65,55,87
1296,42,30,57,72,74,28,57,50,60,61,61,44,52,55,66,87,56,21,35,75,64,51,24,40,45,74,81,64,61,51,26,43,63,64
1297,42,60,89,53,58,60,41,51,63,48,48,55,53,57,52,46,44,61,46,65,93,55,54,58,43,99,69,52,61,51,68,50,44,90
1298,71,26,81,63,25,53,78,41,36,35,51,52,48,38,29,54,62,19,59,31,84,49,23,50,61,81,36,32,35,29,42,57,45,50
1299,70,19,62,67,31,36,88,20,23,33,48,25,40,43,29,79,56,27,39,44,68,33,11,37,79,55,57,23,34,24,24,41,45,65
1300,75,49,61,59,57,47,65,69,54,42,53,53,54,40,38,64,77,40,36,64,57,56,48,30,30,44,65,53,38,43,50,64,60,41
1301,64,28,57,58,57,40,74,63,50,41,50,43,61,41,39,68,78,27,18,61,60,45,28,27,52,71,72,49,36,37,33,47,48,59
1302,28,64,49,73,77,38,40,68,74,73,71,57,56,64,73,75,61,53,47,74,49,56,52,54,41,58,76,62,67,75,46,66,59,72
1303,61,67,87,50,71,60,45,53,66,45,54,70,60,53,49,19,45,63,35,75,86,61,63,21,62,77,77,54,34,66,59,62,31,73
1304,65,54,72,51,44,74,53,27,63,41,49,69,60,47,38,30,39,54,58,43,81,52,53,44,53,79,49,44,38,56,61,69,39,57
1305,13,62,72,69,86,38,23,47,83,80,75,62,56,72,81,52,28,65,62,86,73,57,62,55,53,82,81,66,76,79,67,69,57,87
1306,79,36,49,28,65,64,73,26,88,25,18,34,62,28,35,21,44,28,9,70,66,44,42,24,50,61,82,74,16,56,57,27,42,67
1307,52,45,64,62,53,57,58,53,54,49,72,67,61,58,55,39,57,50,71,57,79,56,54,58,44,74,51,48,55,57,57,63,51,61
1308,48,50,66,56,65,40,62,48,66,55,49,67,58,54,58,63,53,48,41,70,76,54,44,36,48,74,72,54,51,58,44,53,52,90
1309,58,47,70,72,61,56,55,48,64,48,72,57,53,48,53,66,56,41,61,67,77,57,37,56,50,91,62,57,59,47,47,74,51,73
1310,51,61,83,45,46,66,44,49,57,42,59,63,53,53,41,37,41,64,46,49,92,55,58,40,59,88,42,38,40,51,71,67,30,63
1311,72,31,76,75,44,58,77,53,50,42,65,43,43,40,38,82,63,29,58,54,81,50,20,45,53,68,43,54,33,37,30,68,51,61
1312,88,46,77,64,47,46,78,54,53,31,67,71,62,34,22,60,76,39,50,57,77,56,43,37,32,81,64,42,18,32,58,66,47,69
1313,64,56,67,53,62,45,45,60,60,33,61,53,57,47,43,47,53,67,46,70,85,61,57,49,34,84,74,46,53,35,63,61,56,69
1314,44,41,44,71,41,30,53,21,29,52,67,42,45,51,44,66,32,29,79,36,50,45,27,64,73,70,61,31,67,51,30,55,52,73
1315,82,24,60,67,32,35,81,38,46,28,72,69,52,38,21,69,61,22,69,38,67,51,22,53,51,59,50,54,24,25,35,58,50,73
1316,56,29,74,65,65,36,59,52,62,50,66,64,50,50,42,59,58,29,54,68,75,51,25,43,60,62,76,61,44,42,25,62,50,67
1317,53,50,75,83,61,38,67,64,68,55,82,78,55,48,49,83,75,33,66,68,75,59,37,66,46,77,64,64,52,48,47,74,56,76
1318,60,46,62,58,73,34,63,49,69,46,44,48,61,48,44,49,55,37,54,77,67,58,42,41,41,73,82,62,46,51,37,43,65,85
1319,37,83,81,55,72,60,26,58,73,71,57,60,53,68,77,35,53,78,28,69,87,68,76,30,50,89,57,57,59,83,89,67,39,88
1320,43,71,85,79,53,49,46,66,70,67,87,79,57,77,75,75,64,80,69,40,88,65,77,61,52,86,49,58,62,87,71,85,53,63
1321,37,32,40,28,70,43,65,2,79,55,9,11,45,44,60,39,23,8,5,68,56,31,26,16,97,50,66,77,44,53,10,9,33,99
1322,30,56,54,64,75,35,41,42,68,67,66,36,57,59,61,51,45,56,54,77,50,53,52,52,35,57,82,60,60,65,51,63,51,70
1323,43,49,74,75,77,44,60,33,75,61,71,75,53,49,54,69,49,32,63,86,88,55,29,52,81,86,81,60,49,63,37,62,44,80
1324,41,42,52,71,71,31,59,50,52,60,58,41,50,54,58,74,61,37,53,77,48,46,23,46,47,44,86,70,59,49,40,59,60,53
1325,42,60,73,65,62,65,41,43,72,63,77,78,55,59,60,51,38,50,53,65,85,59,43,38,53,81,67,56,59,77,52,63,34,90
1326,56,57,69,67,63,46,57,29,73,52,64,94,59,50,52,48,56,44,75,73,90,61,28,51,62,79,61,53,49,62,50,69,43,69
1327,74,55,73,48,90,33,60,71,81,46,57,52,68,53,43,48,82,51,14,96,73,63,58,14,22,78,94,77,25,54,63,53,60,72
1328,60,67,78,74,63,37,50,78,71,50,74,51,54,56,48,76,76,65,88,63,78,67,61,78,30,72,62,49,53,50,64,77,66,76
1329,31,34,76,67,75,40,57,24,62,61,51,23,46,55,63,58,38,21,57,77,79,47,29,58,72,83,81,59,69,55,36,48,56,91
1330,72,46,74,56,32,46,65,52,48,38,47,48,51,51,37,69,69,49,45,30,80,53,47,37,37,76,29,44,32,41,50,49,53,74
1331,22,48,79,73,51,44,33,64,48,79,77,72,41,68,79,75,48,48,68,41,72,56,37,66,59,69,50,51,76,70,41,70,47,58
1332,75,74,79,63,50,65,46,80,74,37,61,67,60,47,32,59,63,79,44,59,72,62,63,34,31,75,53,51,36,45,79,75,47,57
1333,62,44,71,64,63,52,68,39,58,47,53,48,55,50,49,51,55,29,39,64,74,47,32,31,58,70,70,53,43,56,44,55,43,83
1334,63,45,62,57,46,56,61,51,54,48,65,57,51,46,44,56,66,42,47,46,73,59,39,34,43,83,47,42,39,51,49,63,45,66
1335,59,29,44,43,57,46,73,41,52,36,30,22,50,41,40,39,54,27,31,64,50,40,27,38,49,51,63,52,40,36,33,35,49,62
1336,57,57,80,77,70,36,49,46,71,58,76,75,51,56,49,67,53,43,70,70,73,56,44,57,65,79,74,63,54,54,63,74,54,69
1337,15,87,92,89,81,44,31,77,85,86,94,78,57,78,80,80,53,74,85,81,99,69,67,86,34,98,81,61,83,89,84,94,55,82
1338,66,19,46,53,59,33,76,23,69,23,37,44,52,31,28,45,58,15,37,76,61,38,19,38,77,58,76,74,34,22,25,33,51,68
1339,44,44,67,83,68,45,55,53,77,63,79,87,55,51,59,77,69,42,75,75,76,58,37,58,52,74,60,64,67,66,30,75,54,41
1340,80,48,84,63,33,62,68,59,34,36,56,62,51,39,30,57,73,41,40,38,84,58,38,43,38,88,44,32,31,29,63,61,34,75
1341,54,44,68,59,52,51,64,43,58,42,59,67,55,44,46,49,49,34,58,58,72,49,40,47,54,64,51,46,50,37,55,56,49,67
1342,70,31,85,66,25,43,77,49,24,41,61,48,47,54,33,68,74,41,49,22,88,53,29,49,59,87,27,30,33,36,45,57,44,64
1343,62,58,77,58,42,63,52,48,43,48,63,60,51,53,44,49,56,53,53,39,79,57,54,45,56,81,42,36,36,54,59,66,35,68
1344,80,27,87,71,20,55,74,46,19,33,69,56,41,42,27,78,66,24,70,19,88,55,21,63,44,86,22,18,41,12,47,65,45,65
1345,57,46,90,54,69,44,57,61,63,42,66,62,56,64,53,64,59,59,26,72,88,57,53,19,61,90,80,52,32,60,61,59,43,68
1346,12,61,74,80,83,32,25,50,68,77,85,83,57,70,81,61,45,64,83,85,83,62,61,72,54,79,88,66,86,82,64,79,56,58
1347,42,68,82,53,33,83,36,41,29,59,60,31,38,57,57,54,28,51,40,28,90,55,53,37,62,96,29,21,55,48,69,62,30,68
1348,43,57,51,73,61,38,46,48,73,66,68,47,52,54,60,78,55,46,62,62,57,60,47,56,33,70,59,62,69,57,49,62,73,72
1349,33,47,69,61,51,59,39,34,55,63,61,55,44,53,57,40,35,32,74,55,72,51,43,65,58,82,38,41,76,42,57,64,45,85
1350,45,38,55,77,80,29,54,44,68,59,75,54,53,58,61,71,52,29,75,88,69,58,27,67,42,74,88,66,64,47,44,65,79,68
1351,37,43,51,23,75,72,34,19,76,55,15,21,49,49,51,9,5,50,9,83,58,42,58,8,81,57,73,59,41,73,50,26,32,89
1352,31,74,84,69,61,58,27,68,69,76,83,71,52,72,72,50,50,79,72,58,87,63,80,60,47,81,53,60,66,79,83,85,50,73
1353,47,37,69,62,72,54,56,23,81,52,55,40,54,48,54,58,36,29,52,80,86,49,28,50,79,87,79,74,50,49,42,47,48,85
1354,56,64,87,53,58,52,40,69,64,49,56,67,61,57,49,36,62,74,40,59,93,63,73,37,35,89,64,52,46,62,71,68,44,66
1355,57,62,74,68,35,65,53,59,52,43,59,53,50,49,36,47,62,59,49,44,78,52,52,47,49,77,45,51,48,43,63,71,37,80
1356,69,51,84,63,33,56,66,54,36,43,65,47,52,56,38,51,67,63,53,28,80,59,54,45,53,85,33,41,30,53,65,72,40,76
1357,60,53,67,49,46,53,54,47,38,41,48,37,50,53,43,39,49,62,44,52,76,52,70,42,47,70,59,41,42,44,65,57,42,82
1358,80,20,78,69,17,61,81,53,30,37,67,52,43,39,21,88,77,28,44,17,79,49,20,44,50,73,23,25,21,29,31,55,47,39
1359,38,78,55,34,49,63,27,68,54,55,25,32,55,58,59,10,37,85,24,43,58,55,85,22,26,59,48,42,51,76,72,55,38,68
1360,50,61,57,61,35,67,47,54,50,49,62,51,46,61,57,46,50,59,44,25,68,54,63,54,33,75,29,38,57,69,62,58,49,68
1361,76,68,79,48,43,75,58,71,42,40,65,61,57,51,38,34,76,65,36,44,84,66,73,41,24,80,47,37,22,59,75,70,32,74
1362,75,36,83,40,64,60,66,48,50,27,33,50,59,41,28,17,52,41,23,75,90,52,43,13,50,85,78,45,25,49,45,46,40,74
1363,53,45,64,76,53,23,75,42,37,43,79,91,60,49,45,67,64,45,77,56,83,51,47,66,78,72,72,49,42,47,45,74,47,62
1364,35,63,77,67,75,54,34,41,72,68,66,38,45,59,71,51,43,55,75,74,78,61,48,70,47,85,69,60,73,68,59,68,51,63
1365,78,38,84,48,32,63,77,57,45,31,52,52,50,42,31,44,72,38,26,38,80,53,36,24,43,87,40,39,24,33,49,46,33,59
1366,72,44,78,46,31,63,72,26,36,30,50,47,50,43,34,40,53,42,38,32,83,51,42,31,56,86,44,22,27,46,59,41,30,62
1367,77,38,74,66,36,60,71,57,37,31,59,57,51,29,27,61,66,36,48,43,75,48,34,43,46,76,53,38,32,34,45,54,46,31
1368,52,38,82,62,57,37,69,39,48,48,54,43,53,46,45,79,59,36,46,57,97,56,32,33,49,94,72,45,43,39,49,58,51,85
1369,59,32,53,56,65,20,69,36,60,40,38,30,55,51,42,58,53,35,29,70,60,43,40,36,55,63,80,69,40,48,33,37,60,83
1370,73,45,57,54,37,70,64,62,53,23,52,56,51,36,32,45,62,34,40,40,55,50,38,30,50,58,38,43,37,28,47,58,39,61
1371,38,46,58,69,68,29,59,62,57,67,69,46,48,63,70,63,62,36,60,64,58,51,36,56,60,59,66,62,67,66,34,63,64,53
1372,65,64,76,44,45,67,47,68,62,46,53,74,64,50,37,36,62,77,30,49,88,60,80,26,35,81,46,52,26,62,79,62,40,57
1373,49,33,75,62,67,43,68,38,65,53,59,54,45,47,54,63,45,19,53,68,73,47,31,47,56,71,70,52,48,46,31,49,59,59
1374,41,78,63,53,70,50,26,52,76,65,62,76,61,69,69,45,51,82,56,69,78,62,70,50,41,80,63,58,67,76,76,63,54,73
1375,65,30,60,86,65,31,74,47,51,42,89,82,52,44,47,79,73,19,99,70,54,56,17,90,49,64,73,56,50,35,23,72,63,55
1376,70,14,75,38,21,78,94,5,37,25,29,14,41,29,23,60,37,5,43,26,94,44,7,51,91,99,27,22,18,17,28,22,20,75
1377,36,65,85,76,72,55,36,59,63,66,78,74,54,68,63,49,59,59,65,75,90,59,62,54,51,92,72,56,58,66,72,88,48,78
1378,48,51,58,65,67,23,50,23,53,49,51,21,55,53,49,38,36,46,46,71,65,46,47,53,67,69,80,58,45,56,40,47,44,81
1379,76,43,44,60,64,50,61,48,78,39,61,56,58,24,29,63,65,32,47,75,38,52,26,30,46,50,63,64,35,32,50,62,53,43
1380,73,40,69,63,34,63,75,43,48,34,58,56,52,35,30,57,63,31,47,36,72,44,22,41,64,79,41,38,29,37,44,62,33,69
1381,36,89,81,50,29,86,30,74,40,59,59,54,50,67,62,18,55,94,64,22,83,58,92,50,31,79,15,27,64,81,95,79,33,58
1382,42,44,62,75,49,41,49,42,50,57,71,48,51,57,59,71,38,36,73,44,66,43,31,74,72,62,64,56,71,57,32,67,50,82
1383,69,46,64,68,54,42,57,75,38,43,79,66,48,49,42,87,77,59,33,59,69,63,46,37,25,64,58,49,23,36,51,70,61,63
1384,67,49,72,63,37,48,58,53,36,43,69,78,56,54,46,64,70,44,62,37,77,56,49,52,35,72,49,37,46,45,54,64,46,52
1385,77,22,75,58,54,26,82,43,52,30,43,40,57,38,29,74,71,20,34,68,85,52,14,31,52,70,75,60,29,16,27,41,59,78
1386,47,41,52,64,56,51,61,48,48,47,56,37,45,56,60,42,53,31,52,54,52,46,37,52,53,41,62,50,53,60,30,53,48,83
1387,87,33,72,55,35,60,79,54,41,27,54,65,53,32,20,72,64,32,23,44,69,49,28,19,65,75,40,40,19,24,41,54,37,45
1388,37,38,61,73,72,31,48,37,74,63,74,49,46,60,60,76,41,45,58,73,75,53,32,60,80,80,72,69,55,54,28,63,60,82
1389,65,38,57,36,54,62,72,26,43,38,26,24,47,43,40,43,48,25,21,58,62,44,32,26,56,70,65,43,28,51,33,24,38,84
1390,18,81,90,83,64,61,22,74,70,81,83,63,41,81,85,58,49,82,87,61,84,67,72,83,31,88,48,51,86,79,79,87,52,92
1391,71,62,74,67,71,50,49,47,75,47,54,61,67,48,41,52,72,69,36,79,75,53,59,23,49,79,75,64,38,60,65,68,46,77
1392,72,31,80,53,47,57,72,47,39,25,57,60,53,41,34,55,75,36,29,59,84,52,27,31,35,76,64,36,35,23,50,48,46,56
1393,59,34,72,57,44,46,65,28,29,45,59,60,47,45,37,64,35,32,69,46,79,50,27,56,68,79,50,26,38,42,42,51,38,74
1394,59,69,74,59,64,54,40,77,74,49,64,70,65,56,55,54,72,67,38,67,81,65,68,38,27,75,62,67,47,64,62,71,46,71
1395,50,50,81,62,66,59,48,51,64,51,69,69,54,56,60,54,66,53,57,63,89,63,48,49,43,91,63,58,49,57,57,61,52,68
1396,85,30,66,45,32,53,75,47,25,18,43,60,59,31,18,38,72,32,33,44,76,55,40,28,56,83,60,24,26,20,46,56,37,71
1397,67,49,57,59,60,59,66,49,46,49,63,62,57,41,44,67,65,43,43,69,52,50,40,27,52,44,65,45,35,45,51,67,45,49
1398,66,53,73,72,43,58,57,68,47,39,65,43,48,47,41,71,64,40,67,47,68,59,42,60,28,79,48,40,44,37,57,71,53,69
1399,61,53,79,63,53,64,53,55,60,51,55,62,51,53,55,54,60,53,45,51,87,58,45,38,35,85,54,53,44,66,51,58,55,68
1400,32,42,62,36,67,41,50,14,75,72,31,32,46,53,67,31,35,35,26,61,73,52,42,28,77,67,59,61,54,73,35,35,38,57
1401,52,41,60,66,61,44,61,44,58,54,65,65,51,48,52,72,63,39,32,63,58,52,33,32,38,63,63,48,52,56,42,53,55,52
1402,44,60,83,59,59,65,49,73,49,64,65,52,51,64,65,53,64,59,51,59,87,60,52,46,36,79,48,41,61,65,75,65,49,66
1403,17,81,88,66,67,53,14,75,77,80,68,48,54,81,81,45,48,89,53,60,93,64,81,49,43,92,58,61,71,86,84,81,49,74
1404,76,34,69,50,62,37,80,32,65,38,40,50,63,37,34,50,63,26,24,65,79,47,31,22,55,71,72,66,23,47,30,40,44,89
1405,41,65,60,51,31,80,22,29,44,61,55,71,40,54,54,33,20,67,29,22,60,50,67,32,85,53,28,33,50,76,70,49,27,57
1406,81,31,69,63,33,35,82,43,37,28,58,32,52,34,18,73,63,24,38,38,79,44,21,41,44,68,61,38,19,19,38,55,47,74
1407,48,44,74,78,38,56,54,45,47,47,77,57,42,47,40,69,41,39,80,42,83,55,30,64,56,89,40,48,61,36,47,73,47,78
1408,28,64,86,79,76,39,44,56,72,67,75,45,51,65,67,73,53,53,79,75,92,61,61,70,38,91,73,60,71,66,71,79,57,86
1409,74,49,75,58,68,48,55,66,76,39,50,33,55,41,39,64,67,30,25,70,67,58,38,19,34,83,76,69,30,47,51,55,51,94
1410,61,42,51,69,65,39,66,59,52,45,60,60,55,49,46,62,60,37,42,69,53,49,31,36,49,56,73,59,40,52,33,61,55,60
1411,72,44,74,39,38,58,72,67,40,27,41,29,62,54,44,25,84,58,18,36,74,54,64,33,19,71,56,40,29,53,61,49,47,52
1412,39,55,84,52,72,58,44,31,79,64,46,46,54,65,66,44,41,56,32,69,97,57,50,35,64,94,70,64,47,79,53,45,46,80
1413,46,55,55,54,81,42,39,48,75,57,46,35,55,46,58,53,43,42,32,83,49,47,41,35,44,54,86,68,55,63,44,54,55,52
1414,52,52,79,72,37,56,62,65,47,49,73,68,47,56,48,87,65,53,49,37,86,55,35,51,51,87,41,40,49,47,51,65,48,85
1415,59,50,70,75,51,49,41,70,65,57,78,74,53,57,51,65,62,50,63,55,79,64,44,44,48,83,53,57,43,56,46,73,54,73
1416,56,43,80,45,72,48,67,26,75,49,44,51,59,57,57,38,62,49,13,69,83,52,51,25,58,82,70,59,33,69,51,41,39,78
1417,17,66,80,84,50,48,39,40,54,69,80,54,40,61,62,69,26,49,82,53,78,48,44,69,61,88,49,31,80,57,57,82,45,76
1418,76,30,53,51,57,43,72,30,61,31,46,39,50,33,33,69,53,18,39,63,69,49,20,37,58,83,66,56,29,23,33,37,54,67
1419,73,56,70,49,38,72,64,57,63,34,57,67,62,51,37,29,64,66,31,37,79,60,63,28,46,87,40,56,25,52,69,56,47,71
1420,49,59,39,73,54,28,46,66,48,51,71,48,56,55,47,69,56,60,67,54,37,53,41,62,26,28,64,60,56,37,46,73,67,62
1421,53,30,65,68,41,40,64,24,31,39,61,50,39,44,37,73,42,29,66,45,67,45,15,68,69,60,62,34,51,28,35,50,51,58
1422,76,23,85,54,71,31,74,26,82,37,55,41,52,41,30,91,67,29,48,80,84,51,11,41,79,87,73,70,22,27,27,43,49,87
1423,49,66,80,65,39,47,49,84,47,54,67,83,57,71,63,48,64,68,38,41,90,65,66,35,25,89,50,44,51,58,71,67,60,90
1424,29,41,60,77,71,37,44,30,61,69,73,77,38,57,72,89,32,30,43,73,65,44,17,48,91,60,68,58,69,59,24,56,42,79
1425,51,55,75,54,39,85,41,40,39,53,49,55,50,40,36,38,37,60,41,44,73,48,60,46,54,80,41,31,52,46,65,55,26,55
1426,51,37,74,67,65,41,51,21,67,56,53,27,46,46,43,69,33,27,48,69,77,48,19,49,72,85,74,62,49,39,39,47,51,89
1427,44,59,79,60,61,57,51,50,58,64,61,51,50,56,63,46,61,47,27,66,72,51,50,38,51,73,65,48,44,80,53,51,41,67
1428,31,55,71,71,75,48,43,40,72,69,60,38,52,61,69,64,42,43,62,73,86,52,39,59,56,89,74,64,68,76,41,61,52,89
1429,69,47,67,67,34,67,64,46,38,35,72,62,52,43,37,49,65,43,63,32,86,58,40,56,39,74,31,24,44,39,53,65,41,50
1430,41,40,79,67,36,48,67,33,42,45,72,52,49,55,48,58,49,35,69,38,88,47,26,59,59,97,52,42,55,33,49,61,40,92
1431,40,47,78,77,71,53,50,38,66,55,82,73,55,54,53,63,43,36,80,76,90,61,34,73,57,93,81,53,54,61,41,70,39,82
1432,41,21,71,58,64,49,67,15,44,43,54,37,48,48,56,46,37,9,54,72,73,38,15,50,72,75,82,44,63,44,22,46,48,80
1433,29,45,74,78,82,33,46,43,77,67,74,67,48,60,67,87,41,36,67,86,80,56,25,61,73,89,88,71,67,60,37,69,64,87
1434,45,61,75,76,70,47,43,63,64,69,69,48,52,58,63,72,63,52,68,71,73,61,42,57,42,84,77,49,65,65,54,73,48,85
1435,73,32,51,78,51,45,77,31,47,37,70,46,50,27,32,55,49,15,63,53,52,41,22,51,72,57,60,60,32,47,20,61,60,32
1436,63,81,64,58,77,46,37,58,92,49,66,69,68,58,43,54,66,87,41,86,59,63,81,38,44,67,89,79,34,70,79,69,55,76
1437,35,59,72,85,75,29,43,67,66,68,75,62,52,67,73,85,69,58,59,80,83,61,43,58,40,77,80,72,71,67,53,75,72,77
1438,43,31,67,77,77,28,61,58,60,56,63,28,47,60,68,78,64,26,43,83,63,52,24,45,32,67,88,65,57,56,33,59,67,70
1439,67,54,66,47,45,67,56,48,42,42,43,43,47,43,38,43,53,53,44,48,64,52,57,41,59,62,47,41,33,45,61,51,40,62
1440,19,41,44,70,77,31,48,28,50,79,61,45,51,66,72,90,30,34,51,74,49,43,33,49,68,67,81,58,67,73,31,49,52,77
1441,72,77,62,58,59,65,43,79,65,37,67,66,63,48,46,54,73,85,23,59,40,63,79,19,35,60,53,57,36,67,78,71,49,49
1442,72,58,63,42,73,60,53,53,77,40,49,62,65,42,37,53,57,54,34,83,58,50,55,20,70,59,78,67,28,56,52,52,47,59
1443,50,67,65,51,60,67,30,44,64,53,57,59,55,50,46,43,37,70,51,65,63,54,62,47,67,71,62,54,52,59,70,61,40,64
1444,17,58,68,55,77,51,25,29,73,86,59,53,47,70,76,58,17,54,47,75,73,51,42,53,78,76,67,61,74,82,47,49,37,83
1445,57,59,74,63,61,45,63,52,51,45,48,37,60,52,49,53,68,55,41,67,77,53,52,41,16,74,79,47,50,53,63,56,58,82
